Name,Speciality,Degree,Year_of_experience,Location,City,dp_score,npv,consultation_fee
Dr. Shweta Gupta,Gynecologist/obstetrician,"MBBS, DGO, MRCOG(UK)",21,Yeshwanthpur,Bangalore,98,128,750
Dr. Chaya Patil,Gynecologist/obstetrician,"MBBS, MD - Obstetrics & Gynaecology",27,Bannerghatta Road,Bangalore,97,191,800
Dr. Haritha Rao,Gynecologist/obstetrician,"MBBS, MS - Obstetrics & Gynaecology",26,Indiranagar,Bangalore,96,79,750
Dr. Manonmani,Gynecologist/obstetrician,"MBBS, MD - Obstetrics & Gynaecology",23,Malleswaram,Bangalore,67,12,710
Dr. Sharmila S,Gynecologist/obstetrician,"MD - Obstetrics & Gynaecology, MBBS",23,JP Nagar,Bangalore,67,12,800
Dr. Kavya D Sharma,Gynecologist/obstetrician,"MBBS, MS - Obstetrics & Gynaecology",13,Whitefield,Bangalore,92,26,800
Dr. Anu Sridhar,Gynecologist/obstetrician,"MBBS, MD - Obstetrics & Gynaecology",32,Bannerghatta Road,Bangalore,86,51,800
Dr. Shilpa Apte,Gynecologist/obstetrician,"MBBS, DGO",23,Jayanagar 5 Block,Bangalore,84,25,700
Dr. Mangala Gowri K,Gynecologist/obstetrician,"MBBS, MS - Obstetrics & Gynaecology",8,Rajarajeshwarinagar,Bangalore,84,25,500
Dr. Nabila,Gynecologist/obstetrician,"MBBS, MD - Obstetrics & Gynaecology",8,HBR Layout,Bangalore,100,67,500
Dr. Radhika kamuni,Gynecologist/obstetrician,"MBBS, DGO, DNB - Obstetrics & Gynecology",16,Old Airport Road,Bangalore,98,204,850
Dr. Hemavathi Srinivasan,Gynecologist/obstetrician,"MBBS, DNB - Obstetrics & Gynecology",23,Indiranagar,Bangalore,86,28,700
Dr. Kavita Peter Gonsalves,Gynecologist/obstetrician,"MBBS, DGO, DNB - Obstetrics & Gynecology",15,Bannerghatta Road,Bangalore,86,28,950
Dr. Shilpashree. N,Gynecologist/obstetrician,"MBBS, DNB - Obstetrics & Gynecology",16,Kanakpura Road,Bangalore,99,72,850
Dr. Vijaya Manohar,Gynecologist/obstetrician,"MBBS, MD - Obstetrics & Gynaecology",42,Koramangala 6 Block,Bangalore,96,589,600
Dr. Ambuja B N,Gynecologist/obstetrician,"MBBS, DGO, MD - Obstetrics & Gynaecology",31,VV Puram,Bangalore,95,22,600
Dr. A Lakshmi Kumari,Gynecologist/obstetrician,"MBBS, DGO",25,Sarjapur Road,Bangalore,95,22,900
Dr. Gayathri  D Kamath,Gynecologist/obstetrician,"MBBS, MD - Obstetrics & Gynaecology, DGO, MRCOG(UK)",30,Bannerghatta Road,Bangalore,96,167,800
Dr. Lakshmi H K,Gynecologist/obstetrician,"MBBS, DGO, DNB - Obstetrics & Gynecology",17,Hebbal,Bangalore,100,27,800
Dr. Savitha Shetty,Gynecologist/obstetrician,"MBBS, MD - Obstetrics & Gynaecology, MRCOG(UK)",31,Seshadripuram,Bangalore,93,55,740
Dr. Ujwala,Gynecologist/obstetrician,"MBBS, MS - Obstetrics & Gynaecology",7,Jayanagar 8 Block,Bangalore,93,55,500
Dr. Sunitha Gali,Gynecologist/obstetrician,"MBBS, DNB - Obstetrics & Gynecology",18,Sahakaranagar,Bangalore,92,24,500
Dr. Tanuja H,Gynecologist/obstetrician,"MBBS, DGO",20,Kanakpura Road,Bangalore,100,37,850
Dr. Prakash Kini,Gynecologist/obstetrician,"MBBS, MD - Obstetrics & Gynaecology, DGO",46,Jayanagar,Bangalore,96,543,1050
Dr. Jnanashree B R,Gynecologist/obstetrician,"MS - Obstetrics & Gynaecology, MBBS",20,Malleswaram,Bangalore,100,73,850
Dr. Geetha Nagarjuna,Gynecologist/obstetrician,"MBBS, MS - Obstetrics & Gynaecology",13,Banashankari,Bangalore,100,91,600
Dr. Sandya Rani,Gynecologist/obstetrician,"MBBS, MS - Obstetrics & Gynaecology",19,Whitefield,Bangalore,99,279,700
Dr. Nirmala Mohan,Gynecologist/obstetrician,"MBBS, MD - Obstetrics & Gynaecology, Fellowship in Reproductive Medicine",24,Hebbal,Bangalore,99,279,1090
Dr. Meera Kumari,Gynecologist/obstetrician,"MBBS, MS - Obstetrics & Gynaecology",11,Kanakpura Road,Bangalore,100,26,700
Dr. Bhawana Mishra,Gynecologist/obstetrician,"DNB - Obstetrics & Gynecology, DGO, MBBS",27,JP Nagar,Bangalore,97,262,800
Dr. Usha B.R.,Gynecologist/obstetrician,"MBBS, MS - Obstetrics & Gynaecology, DNB - Obstetrics & Gynecology",18,Jayanagar,Bangalore,93,158,850
Dr. Soumya Lakshmi T V,Gynecologist/obstetrician,"MBBS, DGO",24,Hebbal,Bangalore,95,40,800
Dr. Sumana,Gynecologist/obstetrician,"MBBS, MS - Obstetrics & Gynaecology, Fellowship in Reproductive Medicine",12,Nagarbhavi 2nd Stage,Bangalore,95,40,500
Dr. Akshaya S,Gynecologist/obstetrician,"MBBS, MS - Obstetrics & Gynaecology",12,Rajajinagar,Bangalore,96,26,600
Dr. Kavitha Kovi,Gynecologist/obstetrician,"MBBS, MS - Obstetrics & Gynaecology",23,Whitefield,Bangalore,95,582,600
Dr. Shwetha Yadav,Gynecologist/obstetrician,"MBBS, DGO",16,Kalyan Nagar,Bangalore,99,120,600
Dr. Gayathri Karthik,Gynecologist/obstetrician,"MBBS, MD - Obstetrics & Gynaecology",34,Old Airport Road,Bangalore,100,11,1100
Dr. Shashikala K.T,Gynecologist/obstetrician,"MBBS, DGO, Fellowship in Reproductive Medicine",15,Kammana Halli,Bangalore,88,16,650
Dr. Shobha Rani,Gynecologist/obstetrician,"DGO, MBBS, MD - Obstetrics & Gynaecology",48,Richmond Town,Bangalore,83,52,600
Dr. Hemanandini Jayaraman,Gynecologist/obstetrician,"MBBS, MD - Obstetrics & Gynaecology",29,Old Airport Road,Bangalore,95,97,1100
Dr. Sandhya Shivakumar,Gynecologist/obstetrician,"MBBS, DGO, DNB - Obstetrics & Gynecology",21,Kalyan Nagar,Bangalore,98,214,600
Dr. Anuradha Lokare,Gynecologist/obstetrician,"MBBS, DGO",14,Sahakaranagar,Bangalore,98,547,850
Dr. Mala Sibal,Gynecologist/obstetrician,"MBBS, DGO, DNB - Obstetrics & Gynecology",35,Old Airport Road,Bangalore,87,23,1100
Dr. Nithya P J,Gynecologist/obstetrician,"MBBS, MS - Obstetrics & Gynaecology, Post Doctoral Fellowship in Reproductive Medicine",10,Old Airport Road,Bangalore,87,23,850
Dr. Sushma,Gynecologist/obstetrician,"DGO, MBBS, MS - Obstetrics & Gynaecology",7,BTM Layout,Bangalore,87,23,700
Dr. Veena I G,Gynecologist/obstetrician,"MBBS, DGO",21,Jayanagar 9 Block,Bangalore,87,23,500
Dr. Anupama Ashok,Gynecologist/obstetrician,"MBBS, MD - Obstetrics & Gynaecology, Fellowship in Reproductive Medicine",27,Sahakaranagar,Bangalore,98,601,850
Dr. Suma C,Gynecologist/obstetrician,"MBBS, MD - Obstetrics & Gynaecology",35,Hebbal,Bangalore,98,601,800
Dr. Beena Jeysingh,Gynecologist/obstetrician,"MBBS, DNB - Obstetrics & Gynecology, MNAMS - Obstetrics & Gynaecology",23,Sarjapur Road,Bangalore,92,202,700
Dr. Priti Venkatesh,Gynecologist/obstetrician,"MBBS, MD - Obstetrics & Gynaecology, DGO",39,Old Airport Road,Bangalore,95,19,1100
Dr. Mohini S Jadwani,Gynecologist/obstetrician,"MBBS, MD - Obstetrics & Gynaecology, Diploma in Gynaecology & Obstetrics",42,Richmond Town,Bangalore,94,17,550
Dr. Vandana Ramanathan,Gynecologist/obstetrician,"MBBS, Fellowship in Reproductive Medicine, DNB - Obstetrics & Gynecology",11,Whitefield,Bangalore,94,17,900
Dr. Aarthi Bharat,Gynecologist/obstetrician,"MBBS, MD - Obstetrics & Gynaecology",24,Banashankari,Bangalore,97,412,600
Dr. Chandrika Anand,Gynecologist/obstetrician,"MBBS, MD - Obstetrics & Gynaecology",30,Banashankari,Bangalore,98,65,600
Dr. Trina Karmakar,Gynecologist/obstetrician,"MBBS, MS - Obstetrics & Gynaecology",9,Marathahalli,Bangalore,93,14,700
Dr. Nirmala Shivalingaiah,Gynecologist/obstetrician,"MBBS, MD - Obstetrics & Gynaecology",44,Richmond Town,Bangalore,91,44,600
Dr. Preeti Prabhakar Shetty,Gynecologist/obstetrician,"MBBS, MD - Obstetrics & Gynaecology",19,Bannerghatta Road,Bangalore,27,15,850
Dr. Divyashree PS,Gynecologist/obstetrician,"MBBS, MS - Obstetrics & Gynaecology, DNB - Obstetrics & Gynecology, FNB - Reproductive Medicine",17,JP Nagar,Bangalore,98,302,500
Dr. Poornima Ramakrishna,Gynecologist/obstetrician,"MBBS, MS - Obstetrics & Gynaecology",23,Koramangala 6 Block,Bangalore,95,111,600
Dr. Savitha Joshi,Gynecologist/obstetrician,"MBBS, DGO",46,Rajajinagar,Bangalore,95,111,500
Dr. G Srividya Reddy,Gynecologist/obstetrician,"MBBS, MS - Obstetrics & Gynaecology",13,Marathahalli,Bangalore,95,111,900
Dr. Bhavana N Ashar,Gynecologist/obstetrician,"MBBS, DGO",23,HRBR Layout,Bangalore,100,71,850
Dr. Rashmi Patil,Gynecologist/obstetrician,"MS - Obstetrics & Gynaecology, MBBS, DNB - Obstetrics & Gynecology, MRCOG(UK)",13,Banashankari,Bangalore,100,59,700
Dr. Archana Singh,Gynecologist/obstetrician,"MBBS, MS - Obstetrics & Gynaecology",10,Kanakpura Road,Bangalore,100,59,850
Dr. Padmasri V,Gynecologist/obstetrician,"MBBS, MD - Obstetrics & Gynaecology, DNB - Obstetrics & Gynecology",28,VV Puram,Bangalore,89,37,600
Dr. Preethi I M,Gynecologist/obstetrician,"MBBS, DGO",13,Konanakunte,Bangalore,89,37,500
Dr. Asha Shanbhag,Gynecologist/obstetrician,"MBBS, MS - Obstetrics & Gynaecology",16,Whitefield,Bangalore,99,190,850
Dr. B Ramesh,Gynecologist/obstetrician,"MBBS, MD - Obstetrics & Gynaecology",34,HBR Layout,Bangalore,99,361,800
Dr. Chitra Sreenivasa Murthy,Gynecologist/obstetrician,"MBBS, DGO, MRCOG(UK)",22,Electronics City,Bangalore,93,115,850
Dr. Harshitha Krishnappa,Gynecologist/obstetrician,"MBBS, MS - Obstetrics & Gynaecology",6,Koramangala 5 Block,Bangalore,93,115,700
Dr. Rashmi Swaroop,Gynecologist/obstetrician,"MBBS, DGO, Fellowship in Reproductive Medicine",23,VV Puram,Bangalore,97,150,600
Dr. Prabha Ramakrishna,Gynecologist/obstetrician,"MBBS, DGO, DNB - Obstetrics & Gynecology, FRCOG (UK)",24,Electronics City,Bangalore,80,97,850
Dr. Geetha Belliappa,Gynecologist/obstetrician,"MBBS, MD - Obstetrics & Gynaecology",32,Bannerghatta Road,Bangalore,95,39,950
Dr. Chandrika P. Kulkarni,Gynecologist/obstetrician,"MBBS, MD - Obstetrics & Gynaecology, Fellowship in Reproductive Medicine, DNB - Obstetrics & Gynecology",22,Jayanagar,Bangalore,90,69,850
Dr. Aparnaa Panda,Gynecologist/obstetrician,"MBBS, MD - Obstetrics & Gynaecology",25,Bannerghatta Road,Bangalore,92,1199,950
Dr. Swapna S,Gynecologist/obstetrician,"MBBS, DGO",15,HBR Layout,Bangalore,92,1199,600
Dr. Manjula Raghuveer,Gynecologist/obstetrician,"MBBS, DNB - Obstetrics & Gynecology",22,Malleswaram,Bangalore,96,184,850
Dr. Padmini Isaac,Gynecologist/obstetrician,"MBBS, DGO - Preventive & Social Medicine, MD - Obstetrics & Gynaecology",45,Jayanagar,Bangalore,91,181,950
Dr. Pavithra K,Gynecologist/obstetrician,"MBBS, DGO",12,Malleswaram,Bangalore,98,49,850
Dr. Shashikala Ksheerasagar,Gynecologist/obstetrician,"MBBS, DGO, MRCOG(UK), Fellowship in Reproductive Medicine",22,Millers Road,Bangalore,100,26,1000
Dr. Shaik Habiba,Gynecologist/obstetrician,"MBBS, DGO",10,HSR Layout,Bangalore,100,26,500
Dr. Manisha Singh,Gynecologist/obstetrician,"MBBS, DGO, DNB - Obstetrics & Gynecology, MD - Obstetrics & Gynaecology, Fellow of Royal College of Obstetricians and Gynaecologists FRCOG (London)",32,Bannerghatta Road,Bangalore,84,37,1100
Dr. Rekha Prashanth,Gynecologist/obstetrician,"MBBS, MD - Obstetrics & Gynaecology",28,Sarjapur Road,Bangalore,84,37,700
Dr. Ayesha Gulzar Ahamed,Gynecologist/obstetrician,"MBBS, MS - Obstetrics & Gynaecology",9,Banashankari,Bangalore,84,37,600
Dr. Meena Muthaiah,Gynecologist/obstetrician,"MBBS, DNB - Obstetrics & Gynecology",30,Old Airport Road,Bangalore,89,136,1100
Dr. Sophia,Gynecologist/obstetrician,"MBBS, Post Doctoral Fellowship in Reproductive Medicine, MS - Obstetrics & Gynaecology",14,Electronics City,Bangalore,94,64,850
Dr. Pooja A Kundargi,Gynecologist/obstetrician,"MBBS, DGO",16,Nagarbhavi,Bangalore,100,210,500
Dr. Jayashree V Mane,Gynecologist/obstetrician,"MBBS, DGO, DNB - Obstetrics & Gynecology",25,Whitefield,Bangalore,19,32,600
Dr. Nirmala Chandrashekar,Gynecologist/obstetrician,"MBBS, MS - Obstetrics & Gynaecology, Fellowship in Gynaec Oncology",15,Kengeri,Bangalore,19,32,700
Dr. Aruna Thangapandy,Gynecologist/obstetrician,"MBBS, DGO",16,Mahadevapura,Bangalore,19,32,700
Dr. Maheshwari,Gynecologist/obstetrician,"MBBS, MS - Obstetrics & Gynaecology",14,Banashankari 1st Stage,Bangalore,92,13,600
Dr. Meghana Reddy,Gynecologist/obstetrician,"MS - Obstetrics & Gynaecology, MBBS",11,Marathahalli,Bangalore,100,122,900
Dr. Mutyalatha Koppula,Gynecologist/obstetrician,"MBBS, MS - Obstetrics & Gynaecology",19,Yelahanka New Town,Bangalore,100,91,300
Dr. Prajual S Hegde,Gynecologist/obstetrician,"MBBS, MD - Obstetrics & Gynaecology",29,Koramangala 6 Block,Bangalore,94,66,600
Dr. Mangala Gowri,Gynecologist/obstetrician,"MS - Obstetrics & Gynaecology, MBBS",24,Basavanagudi,Bangalore,91,11,650
Dr. Ruksana,Gynecologist/obstetrician,"MD - Obstetrics & Gynaecology, MBBS",23,Kalyan Nagar,Bangalore,100,39,600
Dr. Geeta Komar,Gynecologist/obstetrician,"MBBS, MD - Obstetrics & Gynaecology",22,Whitefield,Bangalore,75,12,600
Dr. Nivedita,Gynecologist/obstetrician,"MBBS, MS - Obstetrics & Gynaecology",12,Vasanthnagar,Bangalore,97,76,850
Dr. Harshita Ramamurthy,Gynecologist/obstetrician,"MBBS, MS - Obstetrics & Gynaecology",13,JP Nagar 6 Phase,Bangalore,97,76,500
Dr. Raksha Madhu,Gynecologist/obstetrician,"MBBS, MS - Obstetrics & Gynaecology",10,HBR Layout,Bangalore,97,76,600
Dr. Mohini N Prasad,Gynecologist/obstetrician,"MBBS, MRCOG(UK)",47,Seshadripuram,Bangalore,97,76,740
Dr. Poornima Kinila,Gynecologist/obstetrician,"MBBS, DGO",18,JP Nagar,Bangalore,100,28,800
Dr. Meena Prashanth,Gynecologist/obstetrician,"MBBS, DNB - Obstetrics & Gynecology",21,Malleswaram,Bangalore,100,28,710
Dr. Prashant Joshi,Gynecologist/obstetrician,"MBBS, MD - Obstetrics & Gynaecology",17,Jayanagar,Bangalore,100,12,850
Dr. Priyanka H K,Gynecologist/obstetrician,"MBBS, MS - Obstetrics & Gynaecology",8,Jayanagar,Bangalore,100,12,600
Dr. Shilpa Kava,Gynecologist/obstetrician,"MS - Obstetrics & Gynaecology, MBBS",14,Sarjapur Road,Bangalore,88,25,600
Dr. Jayashree Nagraj Bhasgi,Gynecologist/obstetrician,"MBBS, MD - Obstetrics & Gynaecology",31,Richmond Town,Bangalore,98,81,750
Dr. Varini. N,Gynecologist/obstetrician,"MBBS, MRCOG(UK)",17,Kumara Park West,Bangalore,98,81,900
Dr. Lata Ravichander,Gynecologist/obstetrician,"MBBS, DGO, DNB - Obstetrics & Gynecology",30,HRBR Layout,Bangalore,98,41,600
Dr. B Mallikarjuna Kirthi,Gynecologist/obstetrician,"MBBS, DGO, MRCOG(UK), Advanced Training Skills Module in Subfertility & Reproductive Health (UK)",24,Malleswaram,Bangalore,100,34,850
Dr. Anju Namashivaya,Gynecologist/obstetrician,"MBBS, MRCOG(UK)",22,Vasanthnagar,Bangalore,94,104,850
Dr. Bharati Kamoji,Gynecologist/obstetrician,"MBBS, MD - Obstetrics & Gynaecology, MRCOG(UK)",28,Sahakaranagar,Bangalore,97,68,850
Dr. Vyshnavi A Rao,Gynecologist/obstetrician,"MBBS, MS - Obstetrics & Gynaecology, Fellowship in Reproductive Medicine",9,JP Nagar 1 Phase,Bangalore,97,106,900
Dr. Indira C  Reddy,Gynecologist/obstetrician,"MBBS, MD - Obstetrics & Gynaecology, DGO",43,VV Puram,Bangalore,86,14,600
Dr. Aparna Patil,Gynecologist/obstetrician,"MS - Obstetrics & Gynaecology, MBBS",12,Whitefield,Bangalore,97,105,600
Dr. Deepthi Ashwin,Gynecologist/obstetrician,"MBBS, MS - Obstetrics & Gynaecology",14,Cunningham Road,Bangalore,98,53,600
Dr. Lakshmi Kumari,Gynecologist/obstetrician,"MBBS, DGO",27,Electronics City,Bangalore,100,17,700
Dr. Supriya Seshadri,Gynecologist/obstetrician,"MD - Obstetrics & Gynaecology, MBBS",39,Old Airport Road,Bangalore,94,32,1100
Dr. Geeth Monnappa,Gynecologist/obstetrician,"MBBS, DGO, DNB - Obstetrics & Gynecology",19,Vasanthnagar,Bangalore,99,92,850
Dr. Priya S,Gynecologist/obstetrician,"MBBS, DGO, DNB - Obstetrics & Gynecology",9,Rajajinagar,Bangalore,99,92,500
Dr. Madhuri Vidyashankar P,Gynecologist/obstetrician,"MBBS, MS - Obstetrics & Gynaecology",22,Millers Road,Bangalore,96,56,1000
Dr. Kiran R. Konda,Gynecologist/obstetrician,"MBBS, MS - Obstetrics & Gynaecology, DNB - Obstetrics & Gynecology",6,Rajajinagar,Bangalore,96,56,500
Dr. Priyanka S,Gynecologist/obstetrician,"MBBS, MS - Obstetrics & Gynaecology",6,Rajajinagar,Bangalore,96,56,500
Dr. (Mrs.) Vishnu Vandana,Gynecologist/obstetrician,"MBBS, MS - Obstetrics & Gynaecology",14,HSR Layout,Bangalore,96,56,500
Dr. T. Shilpa Reddy,Gynecologist/obstetrician,"MBBS, MD - Obstetrics & Gynaecology, MRCOG(UK)",8,Kumara Park West,Bangalore,96,56,900
Dr. Nusrat,Gynecologist/obstetrician,"MBBS, MS - Obstetrics & Gynaecology",17,Banashankari,Bangalore,96,27,600
Dr. Meghana Sreenivas,Gynecologist/obstetrician,"MBBS, MS - Obstetrics & Gynaecology",4,Rajajinagar,Bangalore,96,27,500
Dr. Ambika V,Gynecologist/obstetrician,"MBBS, MS - Obstetrics & Gynaecology",21,Bannerghatta Road,Bangalore,84,61,950
Dr. Sharvari Mundhe,Gynecologist/obstetrician,"MBBS, MS - Obstetrics & Gynaecology, Fellowship in Reproductive Medicine",8,Sarjapur Road,Bangalore,84,61,900
Dr. Jhansi Lakshmi Peddi,Gynecologist/obstetrician,"MS - Obstetrics & Gynaecology, MBBS",12,Kundalahalli,Bangalore,95,20,650
Dr. Sunil Eshwar,Gynecologist/obstetrician,"MBBS, MD - Obstetrics & Gynaecology, DNB - Obstetrics & Gynecology",23,JP Nagar,Bangalore,97,677,1000
Dr. Anu Sadashiv B,Gynecologist/obstetrician,"MBBS, MS - Obstetrics & Gynaecology",5,Kumara Park West,Bangalore,97,677,900
Dr. Rathnamani,Gynecologist/obstetrician,"MBBS, MD - Obstetrics & Gynaecology, Fellowship in Reproductive Medicine",18,Marathahalli,Bangalore,98,137,900
Dr. Harsha V Reddy,Gynecologist/obstetrician,"MBBS, DGO, DNB - Obstetrics & Gynecology",21,Bellandur,Bangalore,95,311,850
Dr. Ritu Choudhary,Gynecologist/obstetrician,"MBBS, MS - Obstetrics & Gynaecology",15,Electronics City,Bangalore,96,136,650
Dr. Suguna Reddy,Gynecologist/obstetrician,"MBBS, DGO",33,Koramangala 6 Block,Bangalore,63,16,650
Dr. Manju Deepthi B,Gynecologist/obstetrician,"MBBS, MS - Obstetrics & Gynaecology",11,Kothanur,Bangalore,97,38,450
Dr. Krishna Shaw,Gynecologist/obstetrician,"MBBS, DGO",31,Electronics City,Bangalore,75,44,850
Dr. Sowbhagya B,Gynecologist/obstetrician,"MBBS, MD - Obstetrics & Gynaecology",23,Malleswaram,Bangalore,94,17,710
Dr. Nagaveni.R,Gynecologist/obstetrician,"MBBS, DGO, DNB - Obstetrics & Gynecology",16,HRBR Layout,Bangalore,100,837,700
Dr. Sangeetha,Gynecologist/obstetrician,"Fellowship in Reproductive Medicine, MD - Obstetrics & Gynaecology, MBBS",12,Marathahalli,Bangalore,99,285,700
Dr. Vinutha Prashanth,Gynecologist/obstetrician,"MBBS, DNB - Obstetrics & Gynecology",15,Kanakpura Road,Bangalore,100,455,700
Dr. Sreeja Rani V R,Gynecologist/obstetrician,"MBBS, MD - Obstetrics & Gynaecology",26,Whitefield,Bangalore,82,74,600
Dr. Vinod Kumar N,Gynecologist/obstetrician,"MBBS, MD - Obstetrics & Gynaecology",18,JP Nagar 1 Phase,Bangalore,82,74,900
Dr. Padmalatha,Gynecologist/obstetrician,"MBBS, DNB - Obstetrics & Gynecology",24,Yeshwanthpur,Bangalore,100,193,750
Dr. Anuprabha Karthik,Gynecologist/obstetrician,"MBBS, DGO",15,Kalyan Nagar,Bangalore,100,86,800
Dr. Manjula Shivshankar,Gynecologist/obstetrician,"MBBS, DGO",39,Old Airport Road,Bangalore,35,23,1100
Dr. Kathyaini V S,Gynecologist/obstetrician,"MBBS, DGO",11,Banashankari,Bangalore,100,13,500
Dr. Chetan Nelvigi,Gynecologist/obstetrician,"MBBS, MS - Obstetrics & Gynaecology",31,Bannerghatta Road,Bangalore,88,24,950
Dr. Kavitha G Pujar,Gynecologist/obstetrician,"MBBS, MS - Obstetrics & Gynaecology",21,Whitefield,Bangalore,98,42,600
Dr. Swati Shree,Gynecologist/obstetrician,"MBBS, Fellowship in Reproductive Medicine, DNB - Obstetrics & Gynecology",6,Bellandur,Bangalore,98,42,700
Dr. BM Mamatha,Gynecologist/obstetrician,"MBBS, MD - Obstetrics & Gynaecology",34,Koramangala 6 Block,Bangalore,98,42,600
Dr. Anjana Ramesh,Gynecologist/obstetrician,"DNB - Obstetrics & Gynecology, MBBS, MD - Obstetrics & Gynaecology",35,HAL 3rd Stage,Bangalore,85,40,600
Dr. Priyanka Mohan,Gynecologist/obstetrician,"MBBS, MS - Obstetrics & Gynaecology, Fellowship in Reproductive Medicine",13,Bellandur,Bangalore,100,27,850
Dr. Suchindra R,Gynecologist/obstetrician,"MBBS, MD - Obstetrics & Gynaecology",16,Indiranagar,Bangalore,87,46,900
Dr. Vidya Gayathri S,Gynecologist/obstetrician,"MBBS, DNB - Obstetrics & Gynecology",17,Whitefield,Bangalore,97,89,850
Dr. Pavana Prakash,Gynecologist/obstetrician,"MBBS, DGO",23,VV Puram,Bangalore,100,39,600
Dr. Geetha S,Gynecologist/obstetrician,"MBBS, DNB - Obstetrics & Gynecology",24,Electronics City,Bangalore,90,29,650
Dr. Sharvani,Gynecologist/obstetrician,"MBBS, DGO",12,KR Puram,Bangalore,90,29,450
Dr. Triveni Arun,Gynecologist/obstetrician,"MBBS, MD - Obstetrics & Gynaecology",17,Sahakaranagar,Bangalore,100,44,850
Dr. Priyanka Dilip Kumar,Gynecologist/obstetrician,"MBBS, DNB - Obstetrics & Gynecology",14,New BEL Road,Bangalore,100,44,900
Dr. Sahana Deshpande,Gynecologist/obstetrician,"MBBS, DNB - Obstetrics & Gynecology",18,Kanakpura Road,Bangalore,100,44,700
Dr. Divya L,Gynecologist/obstetrician,"MBBS, DGO",18,Nagasandra,Bangalore,100,12,550
Dr. Deepshika Jha,Gynecologist/obstetrician,"MBBS, MS - Obstetrics & Gynaecology",11,Hebbal,Bangalore,99,104,850
Dr. Smitha R,Gynecologist/obstetrician,"MBBS, MD - Obstetrics & Gynaecology, DNB - Obstetrics & Gynecology",26,VV Puram,Bangalore,99,104,600
Dr. Sangeetha Rao T P,Gynecologist/obstetrician,"MBBS, DGO",15,Jayanagar,Bangalore,94,17,600
Dr. Shivani Chandan L,Gynecologist/obstetrician,"MBBS, MS - Obstetrics & Gynaecology, DNB - Obstetrics & Gynecology",12,JP Nagar,Bangalore,98,44,800
Dr. Harinath K S,Gynecologist/obstetrician,"MBBS, DGO",16,Richmond Town,Bangalore,100,13,600
Dr. Navya N,Gynecologist/obstetrician,"MBBS, MS - Obstetrics & Gynaecology, FNB - Maternal & Foetal Medicine",9,Bannerghatta Road,Bangalore,100,13,1100
Dr. Teresa Karpagaselvi,Gynecologist/obstetrician,"MBBS, MD - Obstetrics & Gynaecology",9,Akshaya nagar,Bangalore,100,13,500
Dr. Suchithra Reddy,Gynecologist/obstetrician,"MBBS, MS - Obstetrics & Gynaecology",12,Sarjapur Road,Bangalore,100,14,750
Dr. Ramya Shankar,Gynecologist/obstetrician,"MBBS, DGO, DNB - Obstetrics & Gynecology",22,Banashankari,Bangalore,100,14,600
Dr. Jyothi Rajesh,Gynecologist/obstetrician,"MBBS, DGO",26,Bellandur,Bangalore,27,11,700
Dr. Bhavana Girish,Gynecologist/obstetrician,"MBBS, MD - Obstetrics & Gynaecology, DNB - Obstetrics & Gynecology",11,Banashankari,Bangalore,27,11,700
Dr. S K Bharathi Reddy,Gynecologist/obstetrician,"MBBS, DGO",22,HSR Layout,Bangalore,59,27,800
Dr. Nidhi Jhawar,Gynecologist/obstetrician,"MBBS, DNB - Obstetrics & Gynecology, Fellowship in Reproductive Medicine",10,Richmond Town,Bangalore,59,27,1200
Dr. Roopa B A,Gynecologist/obstetrician,"MBBS, DNB - Obstetrics & Gynecology",9,Sampangiramnagar,Bangalore,59,27,800
Dr. Priyanka Rani,Gynecologist/obstetrician,"MBBS, DNB - Obstetrics & Gynecology, Fellowship in Reproductive Medicine",17,Electronics City,Bangalore,82,11,550
Dr. Reetu G. Naresh,Gynecologist/obstetrician,"MBBS, DNB - Obstetrics & Gynecology",27,VV Puram,Bangalore,82,11,600
Dr. Rita Mhaskar,Gynecologist/obstetrician,"MBBS, MD - Obstetrics & Gynaecology",43,Koramangala 1 Block,Bangalore,91,260,1000
